time_s,sig_activation_sine_ratio_af,sig_activation_square_ratio_af,left_ventricle_stiffness_cgs_af,left_ventricle_pressure_mmhg_af,arterial_compliance_pressure_mmhg_af,left_ventricle_volume_ml_af,mitral_flow_ml_per_s_af,tricuspid_flow_ml_per_s_af
0.016,0.06787521035984626,0.016,211.63364143342255,18.81187923852645,62.6274904411923,128.4,0.0,0.0
0.017,0.07223325445717117,0.017,222.33263969235523,19.762901305987132,62.60470853902696,128.4,0.0,0.0
0.018000000000000002,0.0766120449559827,0.018000000000000002,233.08257036693752,20.718450699283334,62.581977596255655,128.4,0.0,0.0
0.019,0.08101270972818779,0.019,243.88620238270101,21.67877354512898,62.55929542645544,128.4,0.0,0.0
0.02,0.08543636096703337,0.02,254.74626617406693,22.64411254880595,62.53665972663564,128.4,0.0,0.0
0.021,0.08988409436562013,0.021,265.6654516675974,23.614706814897545,62.51406809743137,128.4,0.0,0.0
0.022,0.09435698830335827,0.022,276.64640628474456,24.590791669755074,62.49151807219691,128.4,0.0,0.0
0.023,0.09885610304075737,0.023,287.6917329650594,25.572598485783054,62.46900714382162,128.4,0.0,0.0
0.024,0.1033824799229405,0.024,298.80398821081894,26.56035450762835,62.44653277558544,128.4,0.0,0.0
0.025,0.10793714059226872,0.025,309.98568015401975,27.55428268035731,62.4240924173316,128.4,0.0,0.0
0.026000000000000002,0.11252108621045662,0.026000000000000002,321.23926664667096,28.55460147970409,62.401683546692986,128.4,0.0,0.0
0.027,0.1171352966905572,0.027,332.5671533753179,29.561524744472706,62.37930367922179,128.4,0.0,0.0
0.028,0.12178072993918843,0.028,343.9716920007076,30.575261511174013,62.35695037734473,128.4,0.0,0.0
0.029,0.1264583211093701,0.029,355.4551783235036,31.5960158509781,62.33462128037389,128.4,0.0,0.0
0.03,0.1311689818643344,0.03,367.019850476941,32.62398670906142,62.31231412514094,128.4,0.0,0.0
0.031,0.1359135996526693,0.031,378.6678871473032,33.65936774642695,62.29002674890143,128.4,0.0,0.0
0.032,0.14069303699514732,0.032,390.4014058230867,34.70234718427437,62.26775710904603,128.4,0.0,0.0
0.033,0.14550813078358987,0.033,402.22246107371313,35.753107650996725,62.24550330296671,128.4,0.0,0.0
0.034,0.1503596915921073,0.034,414.1330428586234,36.81182603187764,62.22326356855126,128.4,0.0,0.0
0.035,0.15524850300105572,0.035,426.1350748675918,37.87867332156372,62.201036297216554,128.4,0.0,0.0
0.036000000000000004,0.16017532093403808,0.036000000000000004,438.2304128930635,38.95381447938342,62.17882004703407,128.4,0.0,0.0
0.037,0.16514087300827907,0.037,450.42084323532515,40.037408287584455,62.156613540888216,128.4,0.0,0.0
0.038,0.17014585789869185,0.038,462.7080811412885,41.12960721255898,62.13441567468191,128.4,0.0,0.0
0.039,0.1751909447159497,0.039,475.0937692776565,42.23055726912503,62.11222552182981,128.4,0.0,0.0
0.04,0.18027677239887163,0.04,487.57947623922985,43.340397887931545,62.09004232986476,128.4,0.0,0.0
0.041,0.185403949121422,0.041,500.166695093091,44.45926178605253,62.06786552298291,128.4,0.0,0.0
0.042,0.19057305171461814,0.042,512.8568419593876,45.587274840834446,62.04569469859963,128.4,0.0,0.0
0.043000000000000003,0.1957846251036348,0.043000000000000003,525.6512546294234,46.724555967059864,62.02352962346785,128.4,0.0,0.0
0.044,0.20103918176038563,0.044,538.5511912217466,47.871216997488595,62.00137022910271,128.4,0.0,0.0
0.045,0.20633720117185528,0.045,551.5578288769046,49.02736256683597,61.97921660446886,128.4,0.0,0.0
0.046,0.21167912932444954,0.046,564.6722624915237,50.19308999924655,61.957068987762106,128.4,0.0,0.0
0.047,0.2170653782046237,0.047,577.8955034923513,51.36848919932011,61.934927759892325,128.4,0.0,0.0
0.048,0.22249632531604002,0.048,591.2284786508783,52.55364254674474,61.9127934325196,128.4,0.0,0.0
0.049,0.22797231321350014,0.049,604.6720289391428,53.74862479459048,61.89066663417862,128.4,0.0,0.0
0.05,0.23349364905389033,0.05,618.2269084273008,54.953502971315636,61.86854810538993,128.4,0.0,0.0
0.051000000000000004,0.23906060416436828,0.051000000000000004,631.8937832235241,56.16833628653548,61.84643868215883,128.4,0.0,0.0
0.052000000000000005,0.24467341362801356,0.052000000000000005,645.6732304567734,57.39317604060208,61.82433928233089,128.4,0.0,0.0
0.053,0.2503322758871567,0.053,659.5657373029696,58.62806553804175,61.80225089396318,128.4,0.0,0.0
0.054,0.25603735236459213,0.054,673.5717000550737,59.873040004895444,61.780174564374335,128.4,0.0,0.0
0.055,0.26178876710287413,0.055,687.691423237556,61.12812651000499,61.75811138104414,128.4,0.0,0.0
0.056,0.2675866064218846,0.056,701.9251187657267,62.39334389028682,61.7360624627395,128.4,0.0,0.0
0.057,0.2734309185948547,0.057,716.2729051503682,63.66869282024557,61.71402894472608,128.39998166447955,0.0,0.0
0.058,0.2793217135430157,0.058,730.7348067481036,64.95377411787408,61.692011974456385,128.3992144975689,0.0,0.0
0.059000000000000004,0.2852589625490407,0.059000000000000004,745.3107530578949,66.24763619504992,61.670012795972056,128.39605298831904,0.0,0.0
0.06,0.2912425979894374,0.06,760.0005780640688,67.54922517363534,61.648032975818936,128.38881512495013,0.0,0.0
0.061,0.2972725130860375,0.061,774.8040196262222,68.85742340580235,61.62607472291595,128.37585460743352,0.0,0.0
0.062,0.30334856167672286,0.062,789.7207189163547,70.1710551745189,61.60414127231048,128.35556957491838,0.0,0.0
0.063,0.30947055800552103,0.063,804.7502199035541,71.48889312637183,61.582237323920545,128.3264114618563,0.0,0.0
0.064,0.3156382765321893,0.064,819.8919688865246,72.80966472627809,61.56036954326169,128.28689278065738,0.0,0.0
0.065,0.3218514517614024,0.065,835.145314074243,74.13205880086676,61.53854706197676,128.23559404414783,0.0,0.0
0.066,0.32810977809164854,0.066,850.5095052149973,75.45473255729321,61.51678205961317,128.1711705160874,0.0,0.0
0.067,0.33441290968392934,0.067,865.9836932740465,76.77631797510787,61.49509027444807,128.09235709301157,0.0,0.0
0.068,0.3407604603503478,0.068,881.5669301601038,78.09542899087225,61.47349162392434,127.99797367279864,0.0,0.0
0.069,0.34715200346266717,0.069,897.2581685008479,79.41066755855363,61.45201067603795,127.88692808974241,0.0,0.0
0.07,0.3535870718809041,0.07,913.0562614676196,80.72063059963163,61.43067726710781,127.75821983399474,0.0,0.0
0.07100000000000001,0.36006515790201865,0.07100000000000001,928.9599626494557,82.02391560791041,61.40952689039859,127.61094124889051,0.0,0.0
0.07200000000000001,0.36658571322875194,0.07200000000000001,944.967925976586,83.31912689883892,61.38860125577445,127.44427930139429,0.0,0.0
0.073,0.37314814895865156,0.073,961.0787056934896,84.60488085411238,61.36794860523547,127.25751557086141,0.0,0.0
0.074,0.3797518355933175,0.074,977.2907563815944,85.87981088496018,61.34762407798986,127.05002564671892,0.0,0.0
0.075,0.38639610306789274,0.075,993.6024330316767,87.14257235148897,61.32769006912353,126.82127832358356,0.0,0.0
0.076,0.3930802408008117,0.076,1010.0119911659928,88.3918464125521,61.30821624648166,126.57083326862154,0.0,0.0
0.077,0.3998034977638114,0.077,1026.517587010157,89.62634359101266,61.289279887999335,126.2983383567179,0.0,0.0
0.078,0.40656508257220253,0.078,1043.1172777147572,90.84480715696225,61.27096584948078,126.00352684999135,0.0,0.0
0.079,0.41336416359538486,0.079,1059.8090216266698,92.04601601863747,61.253366410049026,125.68621405830443,0.0,0.0
0.08,0.4201998690875865,0.08,1076.5906786100247,93.22878565618463,61.23658135057416,125.34629173491119,0.0,0.0
0.081,0.4270712873387942,0.081,1093.4600104167398,94.39197056288631,61.22071770070452,124.98372468312424,0.0,0.0
0.082,0.4339774668458337,0.082,1110.4146811065218,95.5344669235667,61.20588934842008,124.59854782844283,0.0,0.0
0.083,0.44091741650355165,0.083,1127.452257516219,96.65521007812045,61.192216692490554,124.19085727645933,0.0,0.0
0.084,0.4478901058160382,0.084,1144.570209778374,97.7531761757813,61.17982638557511,123.76080694198134,0.0,0.0
0.085,0.4548944651278224,0.085,1161.765911888804,98.82738413289003,61.16885064859466,123.30860573365572,0.0,0.0
0.08600000000000001,0.46192938587496585,0.08600000000000001,1179.0366423230412,99.87689360592529,61.159426669388466,122.83451040247,0.0,0.0
0.08700000000000001,0.4689937208559636,0.08700000000000001,1196.3795847013907,100.90080232175107,61.15169596057435,122.33881822391498,0.0,0.0
0.088,0.476086284522362,0.088,1213.7918285023986,101.89824840896277,61.14580378484505,121.82186573805082,0.0,0.0
0.089,0.48320585328898635,0.089,1231.2703698244613,102.86841017685269,61.14189838909146,121.2840247874254,0.0,0.0
0.09,0.49035116586366434,0.09,1248.8121121952959,103.81050077214644,61.14012991287678,120.72569338346935,0.0,0.0
0.091,0.4975209235963285,0.091,1266.4138674289866,104.72376965348249,61.14064986617602,120.14729447145811,0.0,0.0
0.092,0.5047137908473608,0.092,1284.0723565302708,105.60750393501917,61.14361038357175,119.54927463865965,0.0,0.0
0.093,0.5119283953750428,0.093,1301.7842106457301,106.46102304181028,61.14916289459562,118.93209606632928,0.0,0.0
0.094,0.5191633287419645,0.094,1319.545972061523,107.28367939648453,61.15745754191272,118.29623520646442,0.0,0.0
0.095,0.5264171467402312,0.095,1337.3540952472677,108.07486066859538,61.16864252992181,117.64218311527482,0.0,0.0
0.096,0.5336883698353087,0.096,1355.2049479456828,108.83398565087353,61.182862738442424,116.97043949456852,0.0,0.0
0.097,0.5409754836283245,0.097,1373.0948123075366,109.56050506920468,61.200259131021035,116.28151198600203,0.0,0.0
0.098,0.5482769393366524,0.098,1391.0198860714818,110.25390445558443,61.22096821634247,115.57591750150702,0.0,0.0
0.099,0.5555911542925834,0.099,1408.9762837882924,110.9137016781557,61.24512071336715,114.85417840965009,0.0,0.0
0.1,0.5629165124598852,0.1,1426.960038089018,111.5394485513559,61.27284104955047,114.11682282944057,0.0,0.0
0.101,0.5702513649680439,0.101,1444.9671009965477,112.13073429460665,61.30424695338295,113.36438661988119,0.0,0.0
0.10200000000000001,0.5775940306639734,0.10200000000000001,1462.9933452800549,112.68718490347709,61.33944824997916,112.59741151638566,0.0,0.0
0.10300000000000001,0.5849427966809683,0.10300000000000001,1481.034565851777,113.20846557608864,61.378546484018784,111.81644616823996,0.0,0.0
0.10400000000000001,0.5922959190246673,0.10400000000000001,1499.0864812055581,113.69428505103816,61.42163477290886,111.02204881882123,0.0,0.0
0.105,0.5996516231757942,0.105,1517.1447348965748,114.14439677638842,61.46879672565882,110.21478703316603,0.0,0.0
0.106,0.6070081047094225,0.106,1535.204897061632,114.55860134324917,61.52010618864475,109.39523856474644,0.0,0.0
0.107,0.6143635299305142,0.107,1553.2624659794124,114.93675205222148,61.57562725067519,108.56399487321946,0.0,0.0
